station_cd1,station_cd2
1132724,1132725
1132725,1132726
1132726,1132727
1132727,1132728
1132728,1132703
1132801,1132802
1132802,1132803
1132803,1132821
1132804,1132805
1132805,1132806
1132806,1132807
1132807,1132808
1132808,1132809
1132809,1132810
1132810,1132811
1132811,1132812
1132812,1132813
1132813,1132814
1132815,1132816
1132816,1132817
1132817,1132818
1132818,1132819
1132819,1132820
1132820,1132806
1132821,1132808
1132901,1132902
1132902,1132903
1132903,1132904
1132904,1132905
1132905,1132906
1132906,1132907
1133001,1133002
1133002,1133003
1133003,1133004
1133004,1133005
1133005,1133006
1133006,1133007
1133007,1133008
1133008,1133009
1133009,1133010
1133010,1133011
1133011,1133012
1133012,1133013
1133013,1133014
1133101,1133102
1133102,1133103
1133103,1133104
1133104,1133105
1133201,1133202
1133202,1133203
1133203,1133204
1133204,1133205
1133205,1133206
1133206,1133207
1133207,1133208
1133208,1133209
1133209,1133210
1133210,1133211
1133211,1133212
1133212,1133213
1133213,1133214
1133214,1133215
1133215,1133216
1133216,1133217
1133217,1133218
1133218,1133219
1133219,1133220
1133220,1133221
1133221,1133222
1133222,1133223
1133223,1133224
1133224,1133225
1133225,1133226
1133226,1133227
1133227,1133228
1133228,1133229
1133229,1133230
1133230,1133231
1133231,1133232
1133232,1133233
1133233,1133234
1133234,1133235
1133301,1133316
1133302,1133303
1133303,1133304
1133304,1133305
1133305,1133306
1133306,1133307
1133307,1133308
1133308,1133315
1133309,1133310
1133310,1133311
1133311,1133312
1133312,1133313
1133313,1133314
1133315,1133309
1133316,1133302
1133401,1133402
1133402,1133403
1133403,1133404
1133404,1133405
1133405,1133406
1133406,1133407
1133407,1133408
1133501,1133502
1133502,1133503
1133503,1133504
1133504,1133505
1133505,1133506
1133506,1133507
1133507,1133508
1133508,1133509
1133509,1133510
1133510,1133511
1133511,1133512
1133512,1133513
1133513,1133514
1133514,1133515
1133515,1133516
1133516,1133517
1133517,1133518
1133701,1133702
1133702,1133703
1133703,1133704
1133704,1133705
1133705,1133706
1133706,1133707
1133707,1133708
1133801,1133802
1133802,1133803
1133803,1133804
1133804,1133805
1133805,1133806
1133806,1133807
1133807,1133808
1133807,1133813
1133808,1133809
1133809,1133810
1133810,1133811
1133811,1133812
1133813,1133814
1133814,1133815
1133815,1133816
1133816,1133817
1133817,1133818
1133818,1133819
1133819,1133820
1133820,1133821
1133821,1133822
1133822,1133823
1133823,1133824
1133824,1133825
1133825,1133826
1133826,1133827
1133827,1133828
1133828,1133829
1133829,1133830
1133830,1133831
1133831,1133832
1133832,1133833
1133833,1133834
1133834,1133835
1133835,1133836
1133836,1133837
1133837,1133838
1133838,1133839
1133839,1133840
1133840,1133841
1133841,1133842
1133842,1133843
1133843,1133844
1133844,1133845
1133845,1133846
1133901,1133902
1133902,1133903
1133903,1133904
1133904,1133905
1133905,1133906
1133906,1133907
1133907,1133908
1133908,1133909
1133909,1133910
1133910,1133911
1133911,1133912
1133912,1133913
1133913,1133914
1133914,1133915
1133915,1133916
1134001,1134002
1134002,1134003
1134003,1134004
1134004,1134005
1134005,1134006
1134006,1134007
1134101,1134102
1134102,1134103
1134103,1134104
1134104,1134105
1134105,1134106
1134106,1134107
1134107,1134108
1134108,1134109
1134109,1134110
1134110,1134111
1134111,1134112
1134112,1134113
1134113,1134114
1134114,1134122
1134115,1134116
1134116,1134117
1134117,1134118
1134118,1134119
1134119,1134120
1134120,1134121
1134122,1134115
1134201,1134202
1134202,1134203
1134203,1134204
1134204,1134205
1134205,1134206
1134206,1134207
1134207,1134208
1134208,1134209
1134209,1134210
1134210,1134211
1134211,1134212
1134212,1134213
1134213,1134214
1134214,1134215
1134215,1134216
1134216,1134217
1134217,1134218
1134218,1134219
1134219,1134220
1134220,1134221
1134221,1134222
1134222,1134223
1134223,1134224
1134224,1134225
1134225,1134226
1134226,1134227
1134227,1134228
1134228,1134229
1134229,1134230
1134230,1134231
1134231,1134232
1134232,1134233
1134233,1134234
1134234,1134235
1134235,1134236
1134301,1134302
1140101,1140102
1140102,1140103
1140103,1140104
1140104,1140105
1140105,1140106
1140106,1140107
1140107,1140108
1140108,1140109
1140109,1140110
1140110,1140111
1140111,1140112
1140112,1140113
1140113,1140114
1140114,1140115
1140115,1140116
1140116,1140117
1140117,1140118
1140118,1140119
1140119,1140120
1140120,1140121
1140121,1140122
1140122,1140123
1140123,1140124
1140124,1140125
1140125,1140126
1140126,1140127
1140127,1140128
1140128,1140129
1140129,1140130
1140130,1140131
1140201,1140202
1140202,1140203
1140203,1140204
1140204,1140205
1140205,1140206
1140206,1140207
1140207,1140208
1140208,1140209
1140209,1140210
1140210,1140211
1140211,1140212
1140212,1140213
1140213,1140214
1140214,1140215
1140215,1140216
1140216,1140217
1140217,1140218
1140218,1140219
1140219,1140220
1140220,1140221
1140221,1140222
1140222,1140223
1140223,1140224
1140224,1140225
1140225,1140226
1140226,1140227
1140227,1140228
1140228,1140229
1140229,1140230
1140230,1140231
1140231,1140232
1140232,1140233
1140233,1140234
1140234,1140235
1140235,1140236
1140236,1140237
1140237,1140238
1140238,1140239
1140301,1140302
1140302,1140303
1140303,1140304
1140304,1140305
1140401,1140402
1140402,1140403
1140403,1140404
1140404,1140405
1140405,1140406
1140406,1140407
1140407,1140408
1140408,1140409
1140409,1140410
1140410,1140411
1140411,1140412
1140412,1140413
1140413,1140414
1140414,1140415
1140415,1140416
1140416,1140417
1140417,1140418
1140418,1140419
1140419,1140420
1140420,1140421
1140421,1140422
1140422,1140423
1140423,1140424
1140424,1140425
1140425,1140426
1140426,1140427
1140427,1140428
1140428,1140429
1140429,1140430
1140430,1140431
1140431,1140432
1140432,1140433
1140433,1140434
1140434,1140435
1140435,1140436
1140436,1140437
1140437,1140438
1140438,1140439
1140439,1140440
1140440,1140441
1140441,1140442
1140601,1140602
1140602,1140603
1140603,1140604
1140604,1140605
1140605,1140606
1140606,1140607
1140607,1140608
1140608,1140609
1140609,1140610
1140701,1140702
1140702,1140703
1140703,1140704
1140704,1140705
1140705,1140706
1140706,1140707
1140707,1140708
1140708,1140709
1140709,1140710
1140710,1140711
1140711,1140712
1140712,1140713
1140713,1140714
1140714,1140715
1140715,1140716
1140716,1140717
1140717,1140718
1140718,1140719
1140719,1140720
1140720,1140721
1140721,1140722
1140722,1140723
1140723,1140724
1140724,1140725
1140725,1140726
1140726,1140727
1140727,1140728
1140728,1140729
1140729,1140730
1140730,1140731
1140731,1140732
1140732,1140733
1140733,1140734
1140801,1140802
1140802,1140803
1140803,1140804
1140804,1140805
1140805,1140806
1140806,1140807
1140807,1140808
1140808,1140809
1140809,1140810
1140810,1140811
1140811,1140812
1140812,1140813
1140813,1140814
1140814,1140815
1140815,1140816
1140816,1140817
1140817,1140818
1140818,1140819
1140819,1140820
1140820,1140821
1140821,1140822
1140822,1140823
1140823,1140824
1140824,1140825
1140825,1140826
1140826,1140827
1140827,1140828
1140828,1140829
1140829,1140830
1140830,1140831
1140831,1140832
1140901,1140902
1140902,1140903
1140903,1140904
1140904,1140905
1140905,1140906
1140906,1140907
1140907,1140908
1140908,1140909
1140909,1140910
1140910,1140911
1140911,1140912
1140912,1140913
1140913,1140914
1140914,1140915
1140915,1140916
1140916,1140917
1140917,1140918
1140918,1140919
1140919,1140920
1140920,1140921
1140921,1140922
1140922,1140923
1140923,1140924
1140924,1140925
1140925,1140927
1140927,1140928
1140928,1140929
1140929,1140930
1140930,1140931
1140931,1140932
1140932,1140933
1140933,1140934
1140934,1140935
1140935,1140936
1140936,1140937
1140937,1140938
1140938,1140939
1140939,1140940
1140940,1140941
1140941,1140942
1141001,1141002
1141002,1141003
1141003,1141004
1141004,1141005
1141005,1141006
1141006,1141007
1141007,1141008
1141101,1141102
1141102,1141103
1141103,1141104
1141104,1141105
1141105,1141106
1141106,1141107
1141107,1141108
1141108,1141109
1141109,1141110
1141110,1141111
1141111,1141112
1141112,1141113
1141113,1141114
1141114,1141115
1141115,1141116
1141116,1141117
1141117,1141118
1141118,1141119
1141119,1141120
1141120,1141121
1141121,1141122
1141122,1141123
1141123,1141124
1141124,1141125
1141125,1141126
1141126,1141127
1141127,1141128
1141128,1141129
1141129,1141130
1141130,1141131
1141131,1141132
1141132,1141133
1141133,1141134
1141134,1141135
1141135,1141136
1141136,1141137
1141137,1141138
1141138,1141139
1141139,1141140
1141201,1141202
1141202,1141203
1141203,1141215
1141204,1141205
1141205,1141206
1141206,1141207
1141207,1141208
1141208,1141209
1141209,1141210
1141210,1141211
1141211,1141212
1141212,1141213
1141213,1141214
1141215,1141204
1141301,1141302
1141302,1141303
1141303,1141304
1141304,1141305
1141305,1141306
1141306,1141307
1141307,1141308
1141308,1141309
1141309,1141310
1141310,1141311
1141311,1141312
1141312,1141313
1141313,1141314
1141314,1141315
1141315,1141316
1141316,1141317
1141317,1141318
1141318,1141319
1141319,1141320
1141320,1141321
1141321,1141322
1141322,1141323
1141323,1141324
1141324,1141325
1141325,1141326
1141326,1141327
1141327,1141328
1141328,1141329
1141329,1141330
1141330,1141331
1141331,1141332
1141332,1141333
1141333,1141334
1141334,1141335
1141335,1141336
1141336,1141337
1141337,1141338
1141338,1141339
1141339,1141340
1141340,1141341
1141341,1141342
1141342,1141343
1141343,1141344
1141344,1141345
1141345,1141346
1141346,1141347
1141347,1141348
1141348,1141349
1141349,1141350
1141350,1141351
1141401,1141402
1141402,1141403
1141403,1141404
1141404,1141405
1141405,1141406
1141406,1141407
1141407,1141408
1141408,1141409
1141409,1141410
1141410,1141411
1141411,1141412
1141412,1141413
1141413,1141414
1141414,1141415
1141415,1141416
1141416,1141417
1141417,1141418
1141418,1141419
1141419,1141420
1141420,1141421
1141421,1141422
1141422,1141423
1141423,1141424
1141424,1141425
1141425,1141426
1141426,1141427
1141427,1141428
1141428,1141429
1141429,1141430
1141430,1141431
1141431,1141432
1141432,1141433
1141433,1141434
1141434,1141435
1141435,1141436
1141436,1141437
1141437,1141438
1141438,1141439
1141439,1141440
1141440,1141441
1141441,1141442
1141442,1141443
1141443,1141444
1141501,1141502
1141502,1141503
1141503,1141504
1141504,1141505
1141505,1141506
1141506,1141507
1141507,1141508
1141508,1141509
1141509,1141510
1141510,1141511
1141511,1141512
1141512,1141513
1141513,1141514
1141514,1141515
1141515,1141516
1141516,1141517
1141517,1141518
1141518,1141519
1141519,1141520
1141520,1141521
1141521,1141522
1141522,1141523
1141523,1141524
1141524,1141525
1141525,1141526
1141526,1141527
1141527,1141528
1141528,1141529
1141529,1141530
1141530,1141531
1141531,1141532
1141532,1141533
1141533,1141534
1141534,1141535
1141535,1141536
1141536,1141537
1141537,1141538
1141538,1141539
1141539,1141540
1141540,1141541
1141541,1141542
1141542,1141543
1141601,1141602
1141602,1141603
1141603,1141604
1141604,1141605
1141605,1141606
1141606,1141607
1141607,1141608
1141608,1141609
1141609,1141610
1141610,1141611
1141611,1141612
1141612,1141613
1141613,1141614
1141614,1141615
1141615,1141616
1141616,1141617
1141617,1141618
1141618,1141619
1141619,1141620
1141620,1141621
1141621,1141622
1141622,1141623
1141623,1141624
1141624,1141625
1141625,1141626
1141626,1141627
1141627,1141628
1141628,1141629
1141629,1141630
1141630,1141631
1141631,1141632
1141632,1141633
1141633,1141634
1141634,1141635
1141635,1141636
1141636,1141637
1141637,1141638
1141638,1141639
1141639,1141640
1141640,1141641
1141641,1141642
1141642,1141645
1141643,1141644
1141645,1141643
1141701,1141714
1141702,1141703
1141703,1141704
1141704,1141705
1141705,1141706
1141706,1141707
1141707,1141708
1141708,1141709
1141709,1141710
1141710,1141711
1141711,1141712
1141712,1141713
1141714,1141702
1141801,1141802
1141802,1141803
1141803,1141804
1141804,1141805
1141805,1141806
1141806,1141807
1141807,1141808
1141901,1141902
1141902,1141903
1141903,1141904
1141904,1141905
1141905,1141906
1141906,1141907
1141907,1141908
1141908,1141909
1141909,1141910
1141910,1141911
1141911,1141912
1141912,1141913
1141913,1141914
1141914,1141915
1141915,1141916
1141916,1141917
1141917,1141918
1141918,1141919
1141919,1141920
1142101,1142102
1142102,1142103
1142103,1142104
1142104,1142105
1142105,1142106
1142106,1142107
1142107,1142108
1142108,1142109
1142109,1142110
1142110,1142111
1142111,1142112
1142112,1142113
1142113,1142114
1142114,1142115
1142115,1142116
1142116,1142117
1142117,1142118
1142118,1142119
1142119,1142120
1142120,1142121
1142121,1142122
1142122,1142123
1142201,1142202
1142202,1142203
1142203,1142204
1142204,1142205
1142205,1142206
1142206,1142207
1142207,1142208
1142208,1142209
1142209,1142210
1142210,1142211
1142211,1142212
1142212,1142213
1142213,1142214
1142214,1142215
1142215,1142216
1142216,1142217
1142217,1142218
1142218,1142219
1142219,1142220
1142220,1142221
1142221,1142222
1142222,1142223
1142223,1142224
1150101,1150102
1150102,1150103
1150103,1150104
1150104,1150105
1150105,1150106
1150106,1150107
1150107,1150108
1150108,1150109
1150109,1150110
1150110,1150111
1150111,1150112
1150112,1150113
1150113,1150114
1150114,1150115
1150115,1150116
1150116,1150117
1150117,1150118
1150118,1150119
1150119,1150120
1150120,1150121
1150121,1150122
1150122,1150123
1150123,1150124
1150124,1150125
1150125,1150126
1150126,1150127
1150127,1150128
1150128,1150129
1150129,1150130
1150130,1150135
1150131,1150132
1150132,1150133
1150133,1150134
1150135,1150131
1150201,1150203
1150203,1150204
1150204,1150205
1150205,1150206
1150206,1150207
1150207,1150208
1150208,1150209
1150209,1150210
1150210,1150211
1150211,1150212
1150212,1150213
1150213,1150214
1150214,1150215
1150215,1150216
1150216,1150217
1150217,1150218
1150218,1150242
1150219,1150220
1150220,1150221
1150221,1150222
1150222,1150223
1150223,1150240
1150224,1150225
1150225,1150226
1150226,1150227
1150227,1150241
1150228,1150229
1150229,1150230
1150230,1150231
1150231,1150232
1150232,1150233
1150233,1150234
1150234,1150235
1150235,1150236
1150236,1150237
1150237,1150238
1150238,1150239
1150240,1150224
1150241,1150228
1150242,1150219
1150301,1150302
1150302,1150303
1150303,1150304
1150304,1150305
1150304,1150307
1150305,1150306
1150307,1150308
1150308,1150309
1150309,1150310
1150310,1150311
1150311,1150312
1150401,1150402
1150402,1150403
1150403,1150404
1150404,1150405
1150405,1150406
1150501,1150502
1150502,1150503
1150503,1150504
1150504,1150505
1150505,1150506
1150506,1150507
1150507,1150508
1150508,1150509
1150509,1150510
1150510,1150511
1150511,1150512
1150512,1150513
1150513,1150514
1150514,1150515
1150515,1150516
1150516,1150517
1150517,1150518
1150518,1150519
1150601,1150602
1150602,1150603
1150603,1150604
1150604,1150605
1150605,1150606
1150606,1150607
1150607,1150608
1150608,1150609
1150609,1150610
1150701,1150702
1150702,1150703
1150703,1150704
1150704,1150705
1150705,1150706
1150706,1150707
1150707,1150708
1150801,1150802
1150802,1150803
1150803,1150804
1150804,1150805
1150805,1150806
1150806,1150807
1150807,1150808
1150808,1150809
1150809,1150810
1150810,1150811
1150811,1150812
1150812,1150813
1150813,1150814
1150814,1150815
1150815,1150816
1150816,1150817
1150817,1150818
1150901,1150902
1150902,1150903
1150903,1150904
1150904,1150905
1150905,1150906
1150906,1150907
1150907,1150908
1150908,1150909
1150909,1150910
1150910,1150911
1150911,1150912
1151001,1151002
1151002,1151003
1151003,1151004
1151004,1151005
1151005,1151006
1151006,1151007
1151007,1151008
1151008,1151009
1151009,1151010
1151010,1151011
1151011,1151012
1151012,1151013
1151013,1151014
1151014,1151015
1151015,1151016
1151016,1151017
1151017,1151018
1151018,1151019
1151019,1151020
1151020,1151021
1151021,1151022
1151022,1151023
1151023,1151024
1151024,1151025
1151025,1151026
1151026,1151027
1151027,1151028
1151028,1151029
1151029,1151030
1151030,1151031
1151031,1151032
1151032,1151033
1151033,1151034
1151034,1151035
1151035,1151036
1151036,1151037
1151037,1151038
1151038,1151039
1151039,1151040
1151040,1151041
1151101,1151102
1151102,1151103
1151103,1151104
1151104,1151105
1151105,1151106
1151106,1151107
1151107,1151108
1151108,1151109
1151109,1151110
1151110,1151111
1151201,1151202
1151202,1151203
1151203,1151204
1151204,1151205
1151205,1151206
1151206,1151207
1151207,1151208
1151208,1151209
1151209,1151211
1151301,1151302
1151302,1151303
1151303,1151304
1151304,1151305
1151305,1151306
1151306,1151307
1151307,1151308
1151308,1151309
1151309,1151310
1151310,1151311
1151311,1151312
1151312,1151313
1151313,1151314
1151314,1151315
1160101,1160102
1160102,1160103
1160103,1160104
1160104,1160105
1160105,1160106
1160106,1160107
1160107,1160108
1160108,1160109
1160109,1160110
1160110,1160111
1160111,1160112
1160112,1160113
1160113,1160114
1160114,1160115
1160115,1160116
1160116,1160117
1160117,1160118
1160118,1160119
1160119,1160120
1160201,1160202
1160202,1160216
1160203,1160204
1160204,1160205
1160205,1160215
1160206,1160207
1160207,1160217
1160208,1160209
1160209,1160210
1160210,1160211
1160211,1160212
1160212,1160213
1160213,1160214
1160215,1160206
1160216,1160203
1160217,1160208
1160301,1160302
1160302,1160303
1160303,1160304
1160304,1160305
